Scaffold,ID,Start,End,Strand,5'UTR
ChrIII_A_nidulans_FGSC_A4,AN5053,145492,146544,+,55
ChrIII_A_nidulans_FGSC_A4,AN4916,562761,564013,-,94
ChrIII_A_nidulans_FGSC_A4,AN4741,1127056,1132631,+,0
ChrIII_A_nidulans_FGSC_A4,AN8833,2653148,2654958,-,415
ChrIII_A_nidulans_FGSC_A4,AN8829,2669119,2670495,+,613
ChrIII_A_nidulans_FGSC_A4,AN8843,2614971,2616328,-,184
ChrIII_A_nidulans_FGSC_A4,AN8869,2545965,2547085,-,209
ChrIII_A_nidulans_FGSC_A4,AN5029,234803,236470,+,0
ChrIII_A_nidulans_FGSC_A4,AN4734,1148276,1150126,-,130
ChrIII_A_nidulans_FGSC_A4,AN8702,3067833,3068985,-,187
ChrIII_A_nidulans_FGSC_A4,AN4779,1016447,1018717,+,691
ChrIII_A_nidulans_FGSC_A4,AN4660,1379126,1379458,+,0
ChrIII_A_nidulans_FGSC_A4,AN4418,2108804,2112488,+,780
ChrIII_A_nidulans_FGSC_A4,AN4454,2004497,2005576,+,0
ChrIII_A_nidulans_FGSC_A4,AN8786,2806602,2808429,+,186
ChrIII_A_nidulans_FGSC_A4,AN10578,1404322,1405645,+,194
ChrIII_A_nidulans_FGSC_A4,AN4809,922860,925662,-,160
ChrIII_A_nidulans_FGSC_A4,AN4796,962139,962981,+,105
ChrIII_A_nidulans_FGSC_A4,AN4411,2128380,2130303,+,241
ChrIII_A_nidulans_FGSC_A4,AN4609,1530666,1535599,-,72
ChrIII_A_nidulans_FGSC_A4,AN10620,422455,423914,+,86
ChrIII_A_nidulans_FGSC_A4,AN8683,3127283,3130447,-,363
ChrIII_A_nidulans_FGSC_A4,AN8789,2798147,2799719,+,0
ChrIII_A_nidulans_FGSC_A4,AN10629,31167,32699,-,0
ChrIII_A_nidulans_FGSC_A4,AN4309,2442919,2444080,-,187
ChrIII_A_nidulans_FGSC_A4,AN8629,3323689,3325419,+,0
ChrIII_A_nidulans_FGSC_A4,AN4963,438598,442775,+,208
ChrIII_A_nidulans_FGSC_A4,AN8816,2717198,2719237,-,0
ChrIII_A_nidulans_FGSC_A4,AN4687,1314916,1316988,+,160
ChrIII_A_nidulans_FGSC_A4,AN4592,1581303,1583349,-,55
ChrIII_A_nidulans_FGSC_A4,AN8710,3053329,3055091,+,85
ChrIII_A_nidulans_FGSC_A4,AN4495,1866443,1868279,+,18
ChrIII_A_nidulans_FGSC_A4,AN10617,759007,760761,-,0
ChrIII_A_nidulans_FGSC_A4,AN5007,301226,302724,+,83
ChrIII_A_nidulans_FGSC_A4,AN4373,2232263,2233867,+,1
ChrIII_A_nidulans_FGSC_A4,AN12398,128673,129743,+,3
ChrIII_A_nidulans_FGSC_A4,AN4599,1559618,1562409,+,28
ChrIII_A_nidulans_FGSC_A4,AN8711,3052182,3053129,+,201
ChrIII_A_nidulans_FGSC_A4,AN4891,648691,649996,+,126
ChrIII_A_nidulans_FGSC_A4,AN11913,1682075,1683484,-,0
ChrIII_A_nidulans_FGSC_A4,AN5046,170619,171175,+,62
ChrIII_A_nidulans_FGSC_A4,AN4872,716576,717590,+,12
ChrIII_A_nidulans_FGSC_A4,AN11113,2870007,2872754,-,0
ChrIII_A_nidulans_FGSC_A4,AN5087,25460,27651,+,919
ChrIII_A_nidulans_FGSC_A4,AN5075,67436,71552,-,0
ChrIII_A_nidulans_FGSC_A4,AN4622,1498340,1501040,-,949
ChrIII_A_nidulans_FGSC_A4,AN5067,94636,97094,+,167
ChrIII_A_nidulans_FGSC_A4,AN4619,1510735,1511665,+,0
ChrIII_A_nidulans_FGSC_A4,AN8597,3410877,3412203,-,0
ChrIII_A_nidulans_FGSC_A4,AN4611,1527945,1528828,+,45
ChrIII_A_nidulans_FGSC_A4,AN4445,2026400,2028445,+,106
ChrIII_A_nidulans_FGSC_A4,AN8653,3246459,3248881,-,122
ChrIII_A_nidulans_FGSC_A4,AN9435,1953222,1956479,+,574
ChrIII_A_nidulans_FGSC_A4,AN10591,1064651,1067161,+,0
ChrIII_A_nidulans_FGSC_A4,AN8760,2896631,2898512,-,0
ChrIII_A_nidulans_FGSC_A4,AN4574,1624255,1625856,-,32
ChrIII_A_nidulans_FGSC_A4,AN4997,336409,338258,+,226
ChrIII_A_nidulans_FGSC_A4,AN5000,327815,328650,-,9
ChrIII_A_nidulans_FGSC_A4,AN4837,833847,836536,+,66
ChrIII_A_nidulans_FGSC_A4,AN4951,469714,473207,-,233
ChrIII_A_nidulans_FGSC_A4,AN4294,2473923,2475330,-,132
ChrIII_A_nidulans_FGSC_A4,AN8606,3385907,3386978,-,33
ChrIII_A_nidulans_FGSC_A4,AN12264,2055565,2056568,+,590
ChrIII_A_nidulans_FGSC_A4,AN8665,3207533,3209048,-,0
ChrIII_A_nidulans_FGSC_A4,AN8776,2843359,2844961,+,65
ChrIII_A_nidulans_FGSC_A4,AN4879,691097,691929,-,5
ChrIII_A_nidulans_FGSC_A4,AN8643,3286995,3288778,+,484
ChrIII_A_nidulans_FGSC_A4,AN8617,3354901,3355600,+,0
ChrIII_A_nidulans_FGSC_A4,AN4563,1656145,1659006,+,324
ChrIII_A_nidulans_FGSC_A4,AN4560,1662379,1663319,-,27
ChrIII_A_nidulans_FGSC_A4,AN8630,3321898,3323161,+,126
ChrIII_A_nidulans_FGSC_A4,AN10562,1810110,1811530,-,105
ChrIII_A_nidulans_FGSC_A4,AN8746,2936232,2937529,+,0
ChrIII_A_nidulans_FGSC_A4,AN4537,1722253,1725066,+,59
ChrIII_A_nidulans_FGSC_A4,AN4468,1958258,1959068,-,69
ChrIII_A_nidulans_FGSC_A4,AN4602,1551263,1552262,+,36
ChrIII_A_nidulans_FGSC_A4,AN4588,1596266,1596983,-,0
ChrIII_A_nidulans_FGSC_A4,AN4990,356191,357718,-,278
ChrIII_A_nidulans_FGSC_A4,AN4579,1614484,1616619,-,376
ChrIII_A_nidulans_FGSC_A4,AN10554,2098093,2099198,+,71
ChrIII_A_nidulans_FGSC_A4,AN4753,1095470,1096940,+,78
ChrIII_A_nidulans_FGSC_A4,AN8608,3381106,3381869,-,54
ChrIII_A_nidulans_FGSC_A4,AN5060,123151,124243,-,0
ChrIII_A_nidulans_FGSC_A4,AN4918,559067,560430,-,81
ChrIII_A_nidulans_FGSC_A4,AN8755,2910884,2913196,-,48
ChrIII_A_nidulans_FGSC_A4,AN4799,952090,954714,+,455
ChrIII_A_nidulans_FGSC_A4,AN4937,499483,501267,-,49
ChrIII_A_nidulans_FGSC_A4,AN8855,2586796,2587974,+,49
ChrIII_A_nidulans_FGSC_A4,AN4811,918956,920422,-,0
ChrIII_A_nidulans_FGSC_A4,AN8703,3066194,3067477,-,0
ChrIII_A_nidulans_FGSC_A4,AN5072,77880,78363,+,0
ChrIII_A_nidulans_FGSC_A4,AN8722,3020748,3023157,+,209
ChrIII_A_nidulans_FGSC_A4,AN5093,19,1365,+,0
ChrIII_A_nidulans_FGSC_A4,AN4790,982401,986584,+,0
ChrIII_A_nidulans_FGSC_A4,AN20051,776186,777213,+,260
ChrIII_A_nidulans_FGSC_A4,AN11136,2584829,2585479,+,87
ChrIII_A_nidulans_FGSC_A4,AN8807,2752074,2753847,+,71
ChrIII_A_nidulans_FGSC_A4,AN8858,2580506,2583517,+,410
ChrIII_A_nidulans_FGSC_A4,AN11253,654565,655594,-,0
ChrIII_A_nidulans_FGSC_A4,AN12224,1006429,1007469,-,0
ChrIII_A_nidulans_FGSC_A4,AN11246,3185946,3187136,+,134
ChrIII_A_nidulans_FGSC_A4,AN4855,773605,775908,-,673
ChrIII_A_nidulans_FGSC_A4,AN4456,1997817,1999893,+,72
ChrIII_A_nidulans_FGSC_A4,AN12157,2252217,2255497,-,0
ChrIII_A_nidulans_FGSC_A4,AN10569,1799831,1800757,+,85
ChrIII_A_nidulans_FGSC_A4,AN8671,3164655,3172080,+,0
ChrIII_A_nidulans_FGSC_A4,AN4943,487297,489774,+,0
ChrIII_A_nidulans_FGSC_A4,AN4886,666267,668993,-,95
ChrIII_A_nidulans_FGSC_A4,AN5037,204098,208360,-,132
ChrIII_A_nidulans_FGSC_A4,AN4401,2151537,2154053,-,94
ChrIII_A_nidulans_FGSC_A4,AN5030,233020,234231,-,0
ChrIII_A_nidulans_FGSC_A4,AN4657,1386321,1387884,+,0
ChrIII_A_nidulans_FGSC_A4,AN4709,1216665,1219629,+,92
ChrIII_A_nidulans_FGSC_A4,AN4841,819183,820174,-,35
ChrIII_A_nidulans_FGSC_A4,AN4634,1466682,1468045,+,96
ChrIII_A_nidulans_FGSC_A4,AN4926,531179,536124,+,73
ChrIII_A_nidulans_FGSC_A4,AN8718,3028358,3031193,-,0
ChrIII_A_nidulans_FGSC_A4,AN8805,2756054,2757501,-,137
ChrIII_A_nidulans_FGSC_A4,AN11773,324342,326703,-,45
ChrIII_A_nidulans_FGSC_A4,AN4490,1876050,1878216,+,170
ChrIII_A_nidulans_FGSC_A4,AN8822,2693562,2694913,+,78
ChrIII_A_nidulans_FGSC_A4,AN11111,2939761,2941523,-,35
ChrIII_A_nidulans_FGSC_A4,AN10582,1138459,1140391,-,0
ChrIII_A_nidulans_FGSC_A4,AN4716,1201016,1203294,-,405
ChrIII_A_nidulans_FGSC_A4,AN4846,807633,808753,-,7
ChrIII_A_nidulans_FGSC_A4,AN4729,1162290,1163805,+,38
ChrIII_A_nidulans_FGSC_A4,AN10588,1298697,1299983,+,277
ChrIII_A_nidulans_FGSC_A4,AN4780,1014880,1016045,-,65
ChrIII_A_nidulans_FGSC_A4,AN4331,2366550,2368006,-,29
ChrIII_A_nidulans_FGSC_A4,AN4430,2070852,2072280,+,51
ChrIII_A_nidulans_FGSC_A4,AN4313,2427350,2429257,-,0
ChrIII_A_nidulans_FGSC_A4,AN8752,2925482,2926794,+,635
ChrIII_A_nidulans_FGSC_A4,AN4341,2340353,2341523,+,50
ChrIII_A_nidulans_FGSC_A4,AN4508,1828128,1829480,+,42
ChrIII_A_nidulans_FGSC_A4,AN4497,1856525,1860480,-,73
ChrIII_A_nidulans_FGSC_A4,AN4408,2133660,2136964,+,252
ChrIII_A_nidulans_FGSC_A4,AN4742,1122252,1123470,-,140
ChrIII_A_nidulans_FGSC_A4,AN8798,2771966,2775291,-,225
ChrIII_A_nidulans_FGSC_A4,AN4773,1030674,1032769,+,0
ChrIII_A_nidulans_FGSC_A4,AN12396,142198,142590,-,0
ChrIII_A_nidulans_FGSC_A4,AN4805,938672,940233,-,149
ChrIII_A_nidulans_FGSC_A4,AN8730,3002423,3003535,+,0
ChrIII_A_nidulans_FGSC_A4,AN10560,1965585,1968210,+,51
ChrIII_A_nidulans_FGSC_A4,AN5018,268581,270104,+,0
ChrIII_A_nidulans_FGSC_A4,AN4676,1342560,1344787,+,70
ChrIII_A_nidulans_FGSC_A4,AN5089,14735,15349,-,0
ChrIII_A_nidulans_FGSC_A4,AN4335,2354788,2356221,+,0
ChrIII_A_nidulans_FGSC_A4,AN11973,1366330,1367712,+,0
ChrIII_A_nidulans_FGSC_A4,AN4389,2180956,2182480,+,124
ChrIII_A_nidulans_FGSC_A4,AN4848,802661,804579,+,45
ChrIII_A_nidulans_FGSC_A4,AN4380,2203233,2206388,+,182
ChrIII_A_nidulans_FGSC_A4,AN10576,1433761,1438936,-,0
ChrIII_A_nidulans_FGSC_A4,AN10601,814214,815529,-,0
ChrIII_A_nidulans_FGSC_A4,AN4690,1308673,1311539,-,155
ChrIII_A_nidulans_FGSC_A4,AN8589,3432947,3433980,-,0
ChrIII_A_nidulans_FGSC_A4,AN5059,125571,127028,-,0
ChrIII_A_nidulans_FGSC_A4,AN4365,2269551,2272531,-,186
ChrIII_A_nidulans_FGSC_A4,AN5032,228077,229687,-,0
ChrIII_A_nidulans_FGSC_A4,AN4689,1311718,1313074,+,162
ChrIII_A_nidulans_FGSC_A4,AN8660,3224816,3227333,+,267
ChrIII_A_nidulans_FGSC_A4,AN4292,2480269,2481153,-,0
ChrIII_A_nidulans_FGSC_A4,AN10627,51866,53538,+,44
ChrIII_A_nidulans_FGSC_A4,AN4424,2084729,2086971,+,530
ChrIII_A_nidulans_FGSC_A4,AN4590,1591941,1593999,+,65
ChrIII_A_nidulans_FGSC_A4,AN4994,341832,344503,+,302
ChrIII_A_nidulans_FGSC_A4,AN8814,2723472,2726121,-,169
ChrIII_A_nidulans_FGSC_A4,AN8667,3191214,3195056,-,191
ChrIII_A_nidulans_FGSC_A4,AN4597,1569006,1573880,-,68
ChrIII_A_nidulans_FGSC_A4,AN4973,405935,407956,+,27
ChrIII_A_nidulans_FGSC_A4,AN4511,1816380,1817841,+,152
ChrIII_A_nidulans_FGSC_A4,AN4576,1620036,1621451,-,0
ChrIII_A_nidulans_FGSC_A4,AN4898,623601,626585,-,0
ChrIII_A_nidulans_FGSC_A4,AN10559,2035303,2036574,-,0
ChrIII_A_nidulans_FGSC_A4,AN8739,2967696,2969130,-,6
ChrIII_A_nidulans_FGSC_A4,AN4544,1705424,1708985,+,563
ChrIII_A_nidulans_FGSC_A4,AN10552,2096208,2098039,+,158
ChrIII_A_nidulans_FGSC_A4,AN4759,1081982,1084747,-,356
ChrIII_A_nidulans_FGSC_A4,AN4558,1665276,1668707,+,0
ChrIII_A_nidulans_FGSC_A4,AN11233,882195,884533,+,0
ChrIII_A_nidulans_FGSC_A4,AN4607,1539290,1539875,-,87
ChrIII_A_nidulans_FGSC_A4,AN4681,1328760,1330262,-,0
ChrIII_A_nidulans_FGSC_A4,AN4385,2190865,2196156,-,145
ChrIII_A_nidulans_FGSC_A4,AN8863,2565644,2567643,+,64
ChrIII_A_nidulans_FGSC_A4,AN4393,2168801,2169564,+,92
ChrIII_A_nidulans_FGSC_A4,AN10615,603054,605425,+,45
ChrIII_A_nidulans_FGSC_A4,AN4794,969717,971494,-,48
ChrIII_A_nidulans_FGSC_A4,AN4646,1418441,1418959,+,76
ChrIII_A_nidulans_FGSC_A4,AN8691,3112950,3116050,+,138
ChrIII_A_nidulans_FGSC_A4,AN4473,1933472,1935382,+,97
ChrIII_A_nidulans_FGSC_A4,AN4539,1718661,1719795,-,340
ChrIII_A_nidulans_FGSC_A4,AN8780,2825219,2826906,-,21
ChrIII_A_nidulans_FGSC_A4,AN8641,3290648,3291278,-,105
ChrIII_A_nidulans_FGSC_A4,AN4324,2387354,2388251,-,0
ChrIII_A_nidulans_FGSC_A4,AN11975,1324901,1325700,+,23
ChrIII_A_nidulans_FGSC_A4,AN8615,3358400,3360696,+,77
ChrIII_A_nidulans_FGSC_A4,AN4995,339688,341421,+,118
ChrIII_A_nidulans_FGSC_A4,AN4565,1646657,1647491,-,16
ChrIII_A_nidulans_FGSC_A4,AN4782,1012444,1013437,+,88
ChrIII_A_nidulans_FGSC_A4,AN8712,3050753,3052006,-,68
ChrIII_A_nidulans_FGSC_A4,AN4935,506784,509605,+,633
ChrIII_A_nidulans_FGSC_A4,AN4452,2010809,2013521,+,130
ChrIII_A_nidulans_FGSC_A4,AN4459,1991440,1994417,+,64
ChrIII_A_nidulans_FGSC_A4,AN4422,2092126,2094185,+,331
ChrIII_A_nidulans_FGSC_A4,AN4600,1558209,1559470,-,166
ChrIII_A_nidulans_FGSC_A4,AN10630,16181,17145,-,0
ChrIII_A_nidulans_FGSC_A4,AN4562,1659339,1660852,+,98
ChrIII_A_nidulans_FGSC_A4,AN5021,258920,261754,-,358
ChrIII_A_nidulans_FGSC_A4,AN5024,252985,254768,-,0
ChrIII_A_nidulans_FGSC_A4,AN11123,2745571,2746801,+,135
ChrIII_A_nidulans_FGSC_A4,AN4478,1919408,1923842,-,195
ChrIII_A_nidulans_FGSC_A4,AN4866,730214,732440,-,1
ChrIII_A_nidulans_FGSC_A4,AN8624,3335753,3336574,+,0
ChrIII_A_nidulans_FGSC_A4,AN4617,1515764,1516661,-,51
ChrIII_A_nidulans_FGSC_A4,AN8778,2835491,2837818,+,0
ChrIII_A_nidulans_FGSC_A4,AN8592,3423665,3425676,-,0
ChrIII_A_nidulans_FGSC_A4,AN4870,720934,722954,-,850
ChrIII_A_nidulans_FGSC_A4,AN11107,3041279,3043389,-,14
ChrIII_A_nidulans_FGSC_A4,AN8848,2603669,2605566,-,136
ChrIII_A_nidulans_FGSC_A4,AN4659,1379893,1382469,-,104
ChrIII_A_nidulans_FGSC_A4,AN4505,1834160,1835273,+,88
ChrIII_A_nidulans_FGSC_A4,AN4375,2224913,2226876,+,432
ChrIII_A_nidulans_FGSC_A4,AN12163,1549725,1551050,-,0
ChrIII_A_nidulans_FGSC_A4,AN5002,320246,320896,-,0
ChrIII_A_nidulans_FGSC_A4,AN8626,3330539,3332739,-,0
ChrIII_A_nidulans_FGSC_A4,AN4443,2032100,2035110,+,151
ChrIII_A_nidulans_FGSC_A4,AN4629,1480728,1481431,-,0
ChrIII_A_nidulans_FGSC_A4,AN9433,1947643,1948490,-,191
ChrIII_A_nidulans_FGSC_A4,AN4877,699016,700690,+,0
ChrIII_A_nidulans_FGSC_A4,AN4953,462055,463776,-,392
ChrIII_A_nidulans_FGSC_A4,AN4620,1507004,1508590,-,0
ChrIII_A_nidulans_FGSC_A4,AN8611,3373167,3374732,-,51
ChrIII_A_nidulans_FGSC_A4,AN10593,1044490,1046557,-,136
ChrIII_A_nidulans_FGSC_A4,AN4747,1109236,1112238,-,591
ChrIII_A_nidulans_FGSC_A4,AN4975,400007,401718,-,107
ChrIII_A_nidulans_FGSC_A4,AN11456,136963,137516,+,0
ChrIII_A_nidulans_FGSC_A4,AN4807,935652,937021,-,98
ChrIII_A_nidulans_FGSC_A4,AN8673,3153015,3155635,-,73
ChrIII_A_nidulans_FGSC_A4,AN4767,1056860,1059964,-,341
ChrIII_A_nidulans_FGSC_A4,AN4941,491161,492318,-,0
ChrIII_A_nidulans_FGSC_A4,AN4884,675505,677788,-,168
ChrIII_A_nidulans_FGSC_A4,AN5079,54588,55197,+,26
ChrIII_A_nidulans_FGSC_A4,AN8800,2767432,2770109,-,0
ChrIII_A_nidulans_FGSC_A4,AN4760,1079775,1081755,+,48
ChrIII_A_nidulans_FGSC_A4,AN4307,2445389,2446329,-,86
ChrIII_A_nidulans_FGSC_A4,AN11096,3252816,3253561,-,0
ChrIII_A_nidulans_FGSC_A4,AN5044,176262,178368,+,0
ChrIII_A_nidulans_FGSC_A4,AN4632,1471162,1474331,+,198
ChrIII_A_nidulans_FGSC_A4,AN4948,478049,479236,+,47
ChrIII_A_nidulans_FGSC_A4,AN4857,763317,765618,+,51
ChrIII_A_nidulans_FGSC_A4,AN4583,1607347,1609095,+,49
ChrIII_A_nidulans_FGSC_A4,AN5069,88538,90199,-,56
ChrIII_A_nidulans_FGSC_A4,AN9482,2699365,2700589,+,321
ChrIII_A_nidulans_FGSC_A4,AN8705,3062968,3063904,-,43
ChrIII_A_nidulans_FGSC_A4,AN4861,740209,741964,+,170
ChrIII_A_nidulans_FGSC_A4,AN8658,3231632,3233356,-,0
ChrIII_A_nidulans_FGSC_A4,AN8720,3025955,3027099,+,99
ChrIII_A_nidulans_FGSC_A4,AN4502,1843421,1845908,+,810
ChrIII_A_nidulans_FGSC_A4,AN11118,2900622,2901551,-,0
ChrIII_A_nidulans_FGSC_A4,AN4771,1037190,1039280,-,44
ChrIII_A_nidulans_FGSC_A4,AN8824,2686276,2687521,-,210
ChrIII_A_nidulans_FGSC_A4,AN5050,154027,156260,-,387
ChrIII_A_nidulans_FGSC_A4,AN11103,3075427,3077555,-,0
ChrIII_A_nidulans_FGSC_A4,AN8601,3398447,3399509,-,111
ChrIII_A_nidulans_FGSC_A4,AN4835,839558,840752,+,35
ChrIII_A_nidulans_FGSC_A4,AN5091,10124,11768,-,0
ChrIII_A_nidulans_FGSC_A4,AN4744,1116827,1119901,+,281
ChrIII_A_nidulans_FGSC_A4,AN11438,2052955,2053270,-,0
ChrIII_A_nidulans_FGSC_A4,AN4486,1888420,1891479,+,443
ChrIII_A_nidulans_FGSC_A4,AN11102,3079970,3082108,-,53
ChrIII_A_nidulans_FGSC_A4,AN4784,1003029,1005584,-,189
ChrIII_A_nidulans_FGSC_A4,AN12465,1587295,1589424,-,123
ChrIII_A_nidulans_FGSC_A4,AN4966,426612,427945,-,126
ChrIII_A_nidulans_FGSC_A4,AN8809,2746945,2750244,+,175
ChrIII_A_nidulans_FGSC_A4,AN8757,2903928,2906142,-,0
ChrIII_A_nidulans_FGSC_A4,AN5016,273361,275116,+,0
ChrIII_A_nidulans_FGSC_A4,AN9505,2973772,2974398,-,0
ChrIII_A_nidulans_FGSC_A4,AN4546,1695117,1697629,+,307
ChrIII_A_nidulans_FGSC_A4,AN4868,724831,726392,-,54
ChrIII_A_nidulans_FGSC_A4,AN4382,2200363,2201528,+,230
ChrIII_A_nidulans_FGSC_A4,AN8769,2877129,2878447,-,267
ChrIII_A_nidulans_FGSC_A4,AN4406,2142026,2143908,+,173
ChrIII_A_nidulans_FGSC_A4,AN4718,1196763,1198212,+,158
ChrIII_A_nidulans_FGSC_A4,AN10573,1431627,1433396,-,17
ChrIII_A_nidulans_FGSC_A4,AN4333,2362383,2363675,+,45
ChrIII_A_nidulans_FGSC_A4,AN9445,874036,874900,-,0
ChrIII_A_nidulans_FGSC_A4,AN12154,2331928,2333249,-,0
ChrIII_A_nidulans_FGSC_A4,AN4605,1542618,1543284,-,0
ChrIII_A_nidulans_FGSC_A4,AN5057,131751,134400,+,340
ChrIII_A_nidulans_FGSC_A4,AN4532,1741023,1742396,-,235
ChrIII_A_nidulans_FGSC_A4,AN5062,114482,116143,+,0
ChrIII_A_nidulans_FGSC_A4,AN4928,526580,528685,-,241
ChrIII_A_nidulans_FGSC_A4,AN4666,1371173,1373410,+,53
ChrIII_A_nidulans_FGSC_A4,AN4441,2040828,2042356,-,223
ChrIII_A_nidulans_FGSC_A4,AN4315,2417096,2419905,-,124
ChrIII_A_nidulans_FGSC_A4,AN4432,2066056,2068214,+,75
ChrIII_A_nidulans_FGSC_A4,AN4711,1213270,1214609,-,228
ChrIII_A_nidulans_FGSC_A4,AN8791,2793159,2795294,+,305
ChrIII_A_nidulans_FGSC_A4,AN4524,1762223,1764581,-,289
ChrIII_A_nidulans_FGSC_A4,AN8748,2933353,2934839,+,0
ChrIII_A_nidulans_FGSC_A4,AN4822,883929,886002,-,187
ChrIII_A_nidulans_FGSC_A4,AN4722,1181833,1183382,+,279
ChrIII_A_nidulans_FGSC_A4,AN4859,745037,748861,-,92
ChrIII_A_nidulans_FGSC_A4,AN10586,1089454,1090874,-,0
ChrIII_A_nidulans_FGSC_A4,AN4439,2043214,2044071,-,0
ChrIII_A_nidulans_FGSC_A4,AN10608,761056,761769,-,25
ChrIII_A_nidulans_FGSC_A4,AN5074,74338,75165,-,0
ChrIII_A_nidulans_FGSC_A4,AN5039,195272,197830,-,0
ChrIII_A_nidulans_FGSC_A4,AN11774,322047,323775,-,124
ChrIII_A_nidulans_FGSC_A4,AN8845,2610191,2612783,-,410
ChrIII_A_nidulans_FGSC_A4,AN12026,3321128,3321340,-,0
ChrIII_A_nidulans_FGSC_A4,AN8635,3305287,3306567,-,0
ChrIII_A_nidulans_FGSC_A4,AN5092,1860,7010,-,85
ChrIII_A_nidulans_FGSC_A4,AN4450,2016491,2018266,-,112
ChrIII_A_nidulans_FGSC_A4,AN4820,889284,891183,+,22
ChrIII_A_nidulans_FGSC_A4,AN4518,1789543,1794142,-,145
ChrIII_A_nidulans_FGSC_A4,AN4485,1891510,1893359,-,0
ChrIII_A_nidulans_FGSC_A4,AN4319,2408342,2409217,-,163
ChrIII_A_nidulans_FGSC_A4,AN11116,2941681,2943556,-,253
ChrIII_A_nidulans_FGSC_A4,AN8834,2651697,2653207,+,53
ChrIII_A_nidulans_FGSC_A4,AN4616,1516968,1519261,+,90
ChrIII_A_nidulans_FGSC_A4,AN4363,2275952,2277657,+,83
ChrIII_A_nidulans_FGSC_A4,AN10613,171986,173944,-,0
ChrIII_A_nidulans_FGSC_A4,AN8865,2556006,2559247,-,258
ChrIII_A_nidulans_FGSC_A4,AN4940,492911,495003,+,189
ChrIII_A_nidulans_FGSC_A4,AN8697,3084224,3086303,+,0
ChrIII_A_nidulans_FGSC_A4,AN4827,857929,861334,+,0
ChrIII_A_nidulans_FGSC_A4,AN12080,2876369,2876744,+,0
ChrIII_A_nidulans_FGSC_A4,AN8585,3446706,3447864,-,76
ChrIII_A_nidulans_FGSC_A4,AN11632,2575555,2576335,-,115
ChrIII_A_nidulans_FGSC_A4,AN4699,1254864,1259170,-,3
ChrIII_A_nidulans_FGSC_A4,AN4354,2300307,2301279,-,73
ChrIII_A_nidulans_FGSC_A4,AN4896,631660,633594,+,175
ChrIII_A_nidulans_FGSC_A4,AN4397,2159426,2161277,+,45
ChrIII_A_nidulans_FGSC_A4,AN8795,2782085,2784289,-,225
ChrIII_A_nidulans_FGSC_A4,AN8726,3010673,3013017,+,221
ChrIII_A_nidulans_FGSC_A4,AN5011,289110,292630,-,168
ChrIII_A_nidulans_FGSC_A4,AN4971,412271,416102,-,229
ChrIII_A_nidulans_FGSC_A4,AN4521,1782291,1784241,-,43
ChrIII_A_nidulans_FGSC_A4,AN4464,1971129,1973688,+,231
ChrIII_A_nidulans_FGSC_A4,AN4727,1167752,1169223,+,50
ChrIII_A_nidulans_FGSC_A4,AN4731,1158744,1159774,-,133
ChrIII_A_nidulans_FGSC_A4,AN8670,3174040,3177550,+,387
ChrIII_A_nidulans_FGSC_A4,AN10605,806233,807351,-,0
ChrIII_A_nidulans_FGSC_A4,AN5015,275210,275968,-,235
ChrIII_A_nidulans_FGSC_A4,AN4763,1072020,1074694,-,161
ChrIII_A_nidulans_FGSC_A4,AN8766,2884733,2885676,-,139
ChrIII_A_nidulans_FGSC_A4,AN4303,2453323,2455081,-,63
ChrIII_A_nidulans_FGSC_A4,AN11106,3077959,3079471,-,49
ChrIII_A_nidulans_FGSC_A4,AN4749,1103525,1108660,+,354
ChrIII_A_nidulans_FGSC_A4,AN4911,583540,584980,-,78
ChrIII_A_nidulans_FGSC_A4,AN5063,113394,114041,+,0
ChrIII_A_nidulans_FGSC_A4,AN4675,1348397,1348786,-,0
ChrIII_A_nidulans_FGSC_A4,AN4449,2018424,2019332,+,110
ChrIII_A_nidulans_FGSC_A4,AN4636,1459434,1460571,+,70
ChrIII_A_nidulans_FGSC_A4,AN4703,1245665,1246609,+,0
ChrIII_A_nidulans_FGSC_A4,AN11435,2317511,2318198,+,0
ChrIII_A_nidulans_FGSC_A4,AN8708,3057293,3058284,-,0
ChrIII_A_nidulans_FGSC_A4,AN4715,1204790,1205291,-,0
ChrIII_A_nidulans_FGSC_A4,AN4981,384122,385982,+,220
ChrIII_A_nidulans_FGSC_A4,AN4627,1484618,1485198,-,0
ChrIII_A_nidulans_FGSC_A4,AN4386,2188323,2190685,-,118
ChrIII_A_nidulans_FGSC_A4,AN4985,367937,371221,+,0
ChrIII_A_nidulans_FGSC_A4,AN4829,850727,852106,-,0
ChrIII_A_nidulans_FGSC_A4,AN11095,3419082,3420741,+,1
ChrIII_A_nidulans_FGSC_A4,AN10568,1927682,1928707,-,0
ChrIII_A_nidulans_FGSC_A4,AN8677,3143150,3145647,+,392
ChrIII_A_nidulans_FGSC_A4,AN4801,946872,949249,+,55
ChrIII_A_nidulans_FGSC_A4,AN4947,479024,480193,-,77
ChrIII_A_nidulans_FGSC_A4,AN9486,1042846,1044439,+,28
ChrIII_A_nidulans_FGSC_A4,AN4499,1851325,1853815,-,41
ChrIII_A_nidulans_FGSC_A4,AN5054,142757,143797,+,0
ChrIII_A_nidulans_FGSC_A4,AN4536,1725478,1729962,+,552
ChrIII_A_nidulans_FGSC_A4,AN4832,845249,847061,+,157
